,Character,Traditional,HSK,FrequencyRank,Pinyin 1,Pinyin 2,Definition,Hanzi,Zein.se definition,Example words,Formatted Words
2083,扯,,6.0,2084,chě,,"rip up, tear down; raise; haul",扯," [chě] pull, tear, cha<BR><BR>rank = 1752
",,
2084,禧,,,2085,xǐ, xī,happiness; congratulations,,,,
2085,辽,遼   ,6.0,2086,liáo,,"distant, far",辽," [liáo] 辽阔 liáokuò vast, extensive; 辽宁 Liáoníng (a province<BR><BR>rank = 1664
",辽阔; 辽宁,<span class=examplehanzi>辽</span>阔; <span class=examplehanzi>辽</span>宁
2086,抹,,6.0,2087,mǒ," mā, mò","smear, apply, wipe off, erase",抹," [mā] slip something off, 〈colloquial〉 wipe<BR>[mǒ] apply, smear, brush/wipe off, exclude, play (cards/etc.); 抹布 mǒbù cloth, rag; 抹杀 mǒshā obliterate<BR>[mò] daub, plaster, skirt, bypas<BR><BR>rank = 1867
",抹布; 抹杀,<span class=examplehanzi>抹</span>布; <span class=examplehanzi>抹</span>杀
2087,筒,,6.0,2088,tǒng," tóng, dòng",thick piece of bamboo; pipe,筒," [tǒng] tube; 电筒 diàntǒng flashligh<BR><BR>rank = 2232
",电筒,电<span class=examplehanzi>筒</span>
2088,棋,,5.0,2089,qí, jī,chess; any game similar to chess,棋," [qí] board game; 象棋 chess; 围棋 Go; 跳棋 Checker<BR><BR>rank = 1223
",象棋; 围棋; 跳棋,象<span class=examplehanzi>棋</span>; 围<span class=examplehanzi>棋</span>; 跳<span class=examplehanzi>棋</span>
2089,裤,褲   ,3.0,2090,kù,,"trousers, pants",裤," [kù] (=裤子) pant<BR><BR>rank = 1713
",裤子,<span class=examplehanzi>裤</span>子
2090,唉,,5.0,2091,āi, ài,"alas, exclamation of surprise or pain",唉," [ài] &LT;interjection indicating sentiment/sympathy/disappointment&GT; oh!<BR>[āi] yes<BR><BR>rank = 1905
",,
2091,朴,樸   ,5.0,2092,pò," pú, pō, piáo, pǔ","simple, unadorned; sincere; surname; a tree",朴," [pǔ] (F��) (=朴素 pǔsù) simple<BR>[Piáo] &LT;family name&GT;<BR>[pò] 朴树 pòshù Chinese hackberry<BR>[pō] 朴刀 pōdāo a type of long knif<BR><BR>rank = 2169
","朴素, 朴树; 朴刀","<span class=examplehanzi>朴</span>素, <span class=examplehanzi>朴</span>树; <span class=examplehanzi>朴</span>刀"
2092,咐,,5.0,2093,fù,,"instruct, order",咐," [fù] 吩咐 fēnfù tell, instruct; 嘱咐 zhǔfu enjoin, tel<BR><BR>rank = 1780
",吩咐; 嘱咐,吩<span class=examplehanzi>咐</span>; 嘱<span class=examplehanzi>咐</span>
2093,孕,,6.0,2094,yùn,,"be pregnant, pregnancy",孕," [yùn] 怀孕 pregnant; 受孕 conceive; 避孕 contraceptio<BR><BR>rank = 2569
",怀孕; 受孕; 避孕,怀<span class=examplehanzi>孕</span>; 受<span class=examplehanzi>孕</span>; 避<span class=examplehanzi>孕</span>
2094,誓,,6.0,2095,shì,,"swear, pledge; oath",誓," [shì] (=发誓 fāshì) swear; 誓言 shìyán oat<BR><BR>rank = 1982
",发誓; 誓言,发<span class=examplehanzi>誓</span>; <span class=examplehanzi>誓</span>言
2095,喉,,6.0,2096,hóu,,"throat, gullet, larynx; guttural",喉," [hóu] (=喉咙 hóulóng) throat, laryn<BR><BR>rank = 2130
",喉咙,<span class=examplehanzi>喉</span>咙
2096,妄,,6.0,2097,wàng,,"absurd, foolish, reckless; false",妄," [wàng] absurd, rash; 妄想狂 wàngxiǎngkuáng paranoi<BR><BR>rank = 2253
",妄想狂,<span class=examplehanzi>妄</span>想狂
2097,拘,,6.0,2098,jū, gōu,"restrain, seize, detain",拘," [jū] (=拘留 jūliú) arrest, detain; 拘束 jūshù restrict; 拘谨 jūji�� overcautiou<BR><BR>rank = 2288
",拘留; 拘束; 拘谨,<span class=examplehanzi>拘</span>留; <span class=examplehanzi>拘</span>束; <span class=examplehanzi>拘</span>谨
2098,链,鏈   ,5.0,2099,liàn,,"chain, wire, cable; chain, shack",链," [liàn] (链子 liànzi) chain; 拉链 zipper; 铰链 hing<BR><BR>rank = 2376
",链子; 拉链; 铰链,<span class=examplehanzi>链</span>子; 拉<span class=examplehanzi>链</span>; 铰<span class=examplehanzi>链</span>
2099,驰,馳   ,6.0,2100,chí,,go quickly or swiftly; hurry,驰," [chí] gallop, speed, spread; 驰名 chímíng well-know<BR><BR>rank = 1808
",驰名,<span class=examplehanzi>驰</span>名
2100,栏,欄   ,6.0,2101,lán, liàn,"railing, balustrade; animal pan",栏," [lán] fence, railin<BR><BR>rank = 1343
",,
2101,逝,,6.0,2102,shì,,pass away; die,逝," [shì] 逝世 shìshì pass away, die; 消逝 xiāoshì fade away, elaps<BR><BR>rank = 1893
",逝世; 消逝,<span class=examplehanzi>逝</span>世; 消<span class=examplehanzi>逝</span>
2102,窃,竊   ,6.0,2103,qiè,,"secretly, stealthily; steal; thief",窃," [qiè] 窃听 qiètīng eavesdrop; 盗窃 dàoqiè stea<BR><BR>rank = 2420
",窃听; 盗窃,<span class=examplehanzi>窃</span>听; 盗<span class=examplehanzi>窃</span>
2103,艳,艷 豔  ,5.0,2104,yàn,,"beautiful, sexy, voluptuous",艳," [yàn] beauteous, amorous, (=艳丽 yànlì) gorgeous, respendent; 鲜艳 xiānyàn bright (color<BR><BR>rank = 2047
",艳丽; 鲜艳,<span class=examplehanzi>艳</span>丽; 鲜<span class=examplehanzi>艳</span>
2104,臭,,5.0,2105,chòu, xiù,"smell, stink, emit foul odor",臭," [chòu] stinking<BR>[xiù] sniff, smel<BR><BR>rank = 1685
",,
2105,纤,纖   ,6.0,2106,xiān," jiān, qiàn","fine, delicate; minute; graceful",纤," [xiān] 纤维 fiber<BR>[qiàn] rope for towing boa<BR><BR>rank = 2374
",纤维,<span class=examplehanzi>纤</span>维
2106,玑,,,2107,jī,,pearl that is not quite round,,,,
2107,棵,,4.0,2108,kē," kuǎn, kě",numerary adjunct for trees,棵," [kē] &LT;classifier for trees, cabbages, etc.&GT;; 一棵树 yí kè shù a tre<BR><BR>rank = 2168
",一棵树,一<span class=examplehanzi>棵</span>树
2108,趁,,5.0,2109,chèn," zhēn, chén","take advantage of, avail oneself",趁," [chèn] take advantage of; while; 趁机会 chèn jīhuì take advantage of an opportunit<BR><BR>rank = 2278
",趁机会,<span class=examplehanzi>趁</span>机会
2109,匠,,,2110,jiàng,,"craftsman, artisan; workman",匠," [jiàng] artisan<BR>[jiang] 木匠 mùjiang carpenter; 铁匠 tiějiàng blacksmit<BR><BR>rank = 2198
",木匠; 铁匠,木<span class=examplehanzi>匠</span>; 铁<span class=examplehanzi>匠</span>
2110,盈,,6.0,2111,yíng,,"fill; full, overflowing; surplus",盈," [yíng] full; 盈利 yínglì profit, have a surplu<BR><BR>rank = 1459
",盈利,<span class=examplehanzi>盈</span>利
2111,翁,,,2112,wēng, wěng,"old man; father, father-in-law",翁," [wēng] old man, &LT;family name&GT<BR><BR>rank = 1953
",,
2112,愁,,5.0,2113,chóu,,"anxiety; to worry about, be anxious",愁," [chóu] worr<BR><BR>rank = 1529
",,
2113,瞬,,,2114,shùn,,"wink, blink; in a wink, a flash",瞬," [shùn] wink; 瞬间 shùnjiān a moment, in the twinkling of an ey<BR><BR>rank = 2081
",瞬间,<span class=examplehanzi>瞬</span>间
2114,婴,嬰   ,6.0,2115,yīng,,"baby, infant; bother",婴," [yīng] (=婴儿 yīng'ér) baby, infan<BR><BR>rank = 2284
",婴儿,<span class=examplehanzi>婴</span>儿
2115,孝,,5.0,2116,xiào,,"filial piety, obedience; mourning",孝," [xiào] filial, filial piety, mournin<BR><BR>rank = 2158
",,
2116,颈,頸   ,6.0,2117,jǐng, gěng,"neck, throat",颈," [jǐng] (=颈项 jǐngxiàng) neck<BR>[gěng] 脖颈儿 bógěngr nap<BR><BR>rank = 2061
",颈项; 脖颈儿,<span class=examplehanzi>颈</span>项; 脖<span class=examplehanzi>颈</span>儿
2117,倘,,6.0,2118,tǎng, cháng,"if, supposing, in event of",倘," [tǎng] (=倘若 tǎngruò) if, supposin<BR><BR>rank = 1465
",倘若,<span class=examplehanzi>倘</span>若
2118,浙,,,2119,zhè,,Zhejiang province; river,浙," [Zhè] 浙江省 Zhèjiāngshěng Zhejiang Provinc<BR><BR>rank = 2069
",浙江省,<span class=examplehanzi>浙</span>江省
2119,谅,諒   ,4.0,2120,liàng, liáng,"excuse, forgive; guess, presume",谅," [liàng] (=原谅 yuánliàng) forgiv<BR><BR>rank = 1973
",原谅,原<span class=examplehanzi>谅</span>
2120,蔽,,6.0,2121,bì, fù,"cover, hide, conceal; shelter",蔽," [bì] cover, shelter, hide; 隐蔽 yǐnbì conceal oneself; cover<BR><BR>rank = 2687
",隐蔽,隐<span class=examplehanzi>蔽</span>
2121,畅,暢   ,6.0,2122,chàng,,"smoothly, freely, unrestrained",畅," [chàng] smooth, free; 舒畅 shūchàng happy, worry-free; 畅快 chàngkuài cheerfull, carefree; 畅通 chàngtōng unimpeded, unblocke<BR><BR>rank = 1947
",舒畅; 畅快; 畅通,舒<span class=examplehanzi>畅</span>; <span class=examplehanzi>畅</span>快; <span class=examplehanzi>畅</span>通
2122,赠,贈   ,6.0,2123,zèng,,"give present; bestow, confer",赠," [zèng] (=赠送 zèngsòng) give as a presen<BR><BR>rank = 2097
",赠送,<span class=examplehanzi>赠</span>送
2123,妮,,,2124,nī, ní,"maid, servant girl; cute girl",妮," [nī] 妮儿 nīr gir<BR><BR>rank = 2366
",妮儿,<span class=examplehanzi>妮</span>儿
2124,莎,,,2125,shā," suō, suī","kind of sedge grass, used anciently for raincoats",莎," [shā] (used in names)<BR>[suō] 摩莎 mósuō stroke, cares<BR><BR>rank = 1859
",摩莎,摩<span class=examplehanzi>莎</span>
2125,尉,,,2126,wèi, yù,"officer, military rank",,,,
2126,冻,凍   ,5.0,2127,dòng,,"freeze; cold, congeal; jelly",冻," [dòng] freez<BR><BR>rank = 2193
",,
2127,跪,,6.0,2128,guì,,kneel,跪," [guì] knee<BR><BR>rank = 1853
",,
2128,闯,闖   ,5.0,2129,chuǎng, chèn,"rush in, burst in, charge in",闯," [chuǎng] rush, charg<BR><BR>rank = 1827
",,
2129,葡,,3.0,2130,pú, bèi,grapes,葡," [pú] 葡萄 pútao grape; 葡萄酒 pútaojiǔ grape win<BR><BR>rank = 2557
",葡萄; 葡萄酒,<span class=examplehanzi>葡</span>萄; <span class=examplehanzi>葡</span>萄酒
2130,後,,,2131,hòu,,"behind, rear, after; descendents",後," [hòu] afte<BR><BR>rank = 1288
",,
2131,厨,廚   ,3.0,2132,chú,,kitchen; closet; cupboard,厨," [chú] 厨房 chúfáng kitche<BR><BR>rank = 1939
",厨房,<span class=examplehanzi>厨</span>房
2132,鸭,鴨   ,5.0,2133,yā,,duck; Anas species (various),鸭," [yā] (=鸭子 yāzi) duck; 唐老鸭 Táng lǎoyā Donald Duc<BR><BR>rank = 2227
",鸭子; 唐老鸭,<span class=examplehanzi>鸭</span>子; 唐老<span class=examplehanzi>鸭</span>
2133,颠,顛   ,6.0,2134,diān, tián,"top, peak, summit; upset",颠," [diān] jolt, fall, summit; 颠倒 diāndǎo turn upside dow<BR><BR>rank = 1908
",颠倒,<span class=examplehanzi>颠</span>倒
2134,遮,,6.0,2135,zhē,,"cover, shield, protect",遮," [zhē] cover, hide, bloc<BR><BR>rank = 2149
",,
2135,谊,誼   ,4.0,2136,yí, yì,"friendship; appropriate, suitable",谊," [yì] 友谊 yǒuyì friendshi<BR><BR>rank = 1844
",友谊,友<span class=examplehanzi>谊</span>
